SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,June-7-2018,Single Family Residential,2314 SE 105th Ave,Portland,OR,97216,380000,3,2,HAZELWOOD,2109,9583,1947,1185,180,,Sold,,,http://www.redfin.com/OR/Portland/2314-SE-105th-Ave-97216/home/26344621,RMLS,18637012,N,Y,45.5058359,-122.5543251
PAST SALE,November-4-2016,Single Family Residential,14243 SW Connor Pl,Tigard,OR,97223,642088,3,2.5,"Tigard, Tualatin, Sherwood, Wilsonville",2681,,2016,1765,239,27,Sold,,,http://www.redfin.com/OR/Portland/14243-SW-Connor-Pl-97224/home/112775486,RMLS,16567768,N,Y,45.4167939,-122.826865
PAST SALE,March-2-2020,Single Family Residential,408 NE 76th Ave,Portland,OR,97213,545000,4,2,MT TABOR,2242,4791,1906,551,243,,Sold,,,http://www.redfin.com/OR/Portland/408-NE-76th-Ave-97213/home/26599204,RMLS,18012961,N,Y,45.525654,-122.5844605
PAST SALE,July-12-2021,Single Family Residential,950 SE 141st Ave,Portland,OR,97233,435000,3,2.5,Portland Southeast,1310,6969,1992,54,332,,Sold,,,http://www.redfin.com/OR/Portland/950-SE-141st-Ave-97233/home/25855023,RMLS,21634374,N,Y,45.5162011,-122.517835
PAST SALE,May-15-2019,Single Family Residential,14612 SE Rachel Ln,Portland,OR,97236,360000,4,2.5,Portland Southeast,1824,4356,2004,843,197,,Sold,,,http://www.redfin.com/OR/Portland/14612-SE-Rachel-Ln-97236/home/26551000,RMLS,18317430,N,Y,45.4944913,-122.5125596
PAST SALE,April-15-2019,Single Family Residential,14546 SE Rachel Ln,Portland,OR,97236,407500,5,2.5,Portland Southeast,2206,5662,2004,873,185,,Sold,,,http://www.redfin.com/OR/Portland/14546-SE-Rachel-Ln-97236/home/26439801,RMLS,19548776,N,Y,45.4942399,-122.5127691
PAST SALE,December-29-2020,Single Family Residential,2003 NE Fremont St,Portland,OR,97212,575000,3,1.5,Portland Northeast,2318,4791,1927,249,248,,Sold,,,http://www.redfin.com/OR/Portland/2003-NE-Fremont-St-97212/home/26363100,RMLS,20030487,N,Y,45.5484424,-122.6450272
PAST SALE,April-24-2020,Vacant Land,0 NW Blackhawk Dr,Portland,OR,97229,430000,,,IRONWOOD,,11325,,498,,21,Sold,,,http://www.redfin.com/OR/Portland/NW-Blackhawk-Dr-97229/home/143141303,RMLS,20007827,N,Y,45.541869,-122.794324
PAST SALE,April-7-2017,Single Family Residential,1960 SW Military Rd,Portland,OR,97219,1600000,6,5.5,Dunthorpe,7710,83199,1926,1611,208,,Sold,,,http://www.redfin.com/OR/Portland/1960-S-Military-Rd-97219/home/26459026,RMLS,16132298,N,Y,45.437262,-122.658396
PAST SALE,May-3-2019,Single Family Residential,2013 NE Fremont St,Portland,OR,97212,610000,3,1.5,ALAMEDA / IRVINGTON,2781,4791,1924,855,219,,Sold,,,http://www.redfin.com/OR/Portland/2013-NE-Fremont-St-97212/home/26363098,RMLS,19103954,N,Y,45.5484454,-122.6448893
PAST SALE,May-24-2017,Single Family Residential,11204 SW 53rd Ave,Portland,OR,97219,350000,2,1,"Portland West, Raleigh Hills",1223,4791,1948,1564,286,,Sold,,,http://www.redfin.com/OR/Portland/11204-SW-53rd-Ave-97219/home/26548305,RMLS,17163203,N,Y,45.4444882,-122.7307666
PAST SALE,March-15-2019,Condo/Co-op,6685 W Burnside Rd #316,Portland,OR,97210,300000,2,2,WEST HILLS,1097,,1992,904,273,657,Sold,,,http://www.redfin.com/OR/Portland/6685-W-Burnside-Rd-97210/unit-316/home/26734724,RMLS,19244092,N,Y,45.5171522,-122.7457684
PAST SALE,June-29-2018,Condo/Co-op,2409 SE 51st Ave #10,Portland,OR,97206,253000,1,1,Portland Southeast,608,,1949,1163,416,290,Sold,,,http://www.redfin.com/OR/Portland/2409-SE-51st-Ave-97206/unit-10/home/26444700,RMLS,18504512,N,Y,45.5050251,-122.6101922
PAST SALE,June-25-2021,Single Family Residential,1131 NE 49th Ave,Portland,OR,97213,570000,3,1,Portland Northeast,2042,4791,1927,71,279,,Sold,,,http://www.redfin.com/OR/Portland/1131-NE-49th-Ave-97213/home/26406662,RMLS,21040054,N,Y,45.5310411,-122.6129395
PAST SALE,,Unknown,3243 SE Floss St,Milwaukie,OR,97222,,,,,,,,,,,Sold,,,http://www.redfin.com/OR/Milwaukie/3243-SE-Floss-St-97222/home/173541374,RMLS,,N,Y,45.458014,-122.6292537
PAST SALE,September-27-2019,Single Family Residential,1229 NE 110th Ave,Portland,OR,97220,330000,4,2,Portland Northeast,2364,6969,1951,708,140,,Sold,,,http://www.redfin.com/OR/Portland/1229-NE-110th-Ave-97220/home/26563518,RMLS,19104560,N,Y,45.5317311,-122.5496065
PAST SALE,July-30-2021,Single Family Residential,1705 N Russet St,Portland,OR,97217,605000,4,2,KENTON,1870,3920,1926,36,324,,Sold,,,http://www.redfin.com/OR/Portland/1705-N-Russet-St-97217/home/26567452,RMLS,21244679,N,Y,45.5783227,-122.683987
PAST SALE,July-23-2019,Single Family Residential,2402 NE 26th Ave,Portland,OR,97212,825000,4,3,IRVINGTON/GRANT PARK,3215,7405,1911,774,257,,Sold,,,http://www.redfin.com/OR/Portland/2402-NE-26th-Ave-97212/home/26440109,RMLS,19350991,N,Y,45.5397817,-122.6388237
PAST SALE,January-30-2018,Single Family Residential,4430 NE 36th Ave,Portland,OR,97211,619900,4,2.5,WILSHIRE,2432,6969,1955,1313,255,,Sold,,,http://www.redfin.com/OR/Portland/4430-NE-36th-Ave-97211/home/26339548,RMLS,17146107,N,Y,45.5548823,-122.6263242
PAST SALE,September-10-2019,Single Family Residential,6915 SE Ramona St,Portland,OR,97206,308000,3,1,Portland Southeast,1592,6969,1896,725,193,,Sold,,,http://www.redfin.com/OR/Portland/6915-SE-Ramona-St-97206/home/26544308,RMLS,19324889,N,Y,45.4810849,-122.5915985
PAST SALE,December-16-2016,Single Family Residential,2106 SE Tacoma St,Portland,OR,97202,350000,1,1,SELLWOOD,722,4791,1946,1723,485,,Sold,,,http://www.redfin.com/OR/Portland/2106-SE-Tacoma-St-97202/home/143084921,RMLS,16399610,N,Y,45.4640442,-122.642906
PAST SALE,December-2-2020,Single Family Residential,2213 NE Regents Dr,Portland,OR,97212,1270000,4,4,ALAMEDA,2834,,1926,276,448,,Sold,,,http://www.redfin.com/OR/Portland/2213-NE-Regents-Dr-97212/home/26310960,RMLS,20650800,N,Y,45.5493421,-122.642988
PAST SALE,September-17-2019,Single Family Residential,7240 SE Antigua Ave,Milwaukie,OR,97002,405000,4,3.5,Oatfield,2133,10018,1973,718,190,,Sold,,,http://www.redfin.com/OR/Milwaukie/7240-SE-Antigua-Ave-97267/home/25949843,RMLS,19575007,N,Y,45.4121355,-122.588961
PAST SALE,February-28-2019,Single Family Residential,4232 SE Cora St,Portland,OR,97206,495000,5,3,Portland Southeast,2219,4356,1928,919,223,,Sold,,,http://www.redfin.com/OR/Portland/4232-SE-Cora-St-97206/home/26560634,RMLS,19356077,N,Y,45.4917808,-122.6180938
PAST SALE,August-27-2020,Single Family Residential,3721 NE 23rd Ave,Portland,OR,97212,765000,3,2,ALAMEDA/SABIN,2964,4791,1924,373,258,,Sold,,,http://www.redfin.com/OR/Portland/3721-NE-23rd-Ave-97212/home/26545159,RMLS,20626893,N,Y,45.549724,-122.642428
PAST SALE,,Single Family Residential,348 NE 136th Ave,Portland,OR,97230,211200,2,1,,768,21782,1955,,275,,,,,http://www.redfin.com/OR/Portland/348-NE-136th-Ave-97230/home/26395772,,,N,Y,45.5254233,-122.5231614
PAST SALE,April-25-2018,Single Family Residential,4023 SE Grant St,Portland,OR,97214,565000,3,1,RICHMOND / HAWTHORNE,2212,3484,1914,1228,255,,Sold,,,http://www.redfin.com/OR/Portland/4023-SE-Grant-St-97214/home/26461455,RMLS,18381204,N,Y,45.5076946,-122.6209749
PAST SALE,April-11-2018,Condo/Co-op,0841 SW Gaines St #1806,Portland,OR,97239,1425000,2,2.5,ATWATER PLACE,1896,,2007,1242,752,958,Sold,,,http://www.redfin.com/OR/Portland/841-S-Gaines-St-97239/unit-1806/home/25742979,RMLS,18388093,N,Y,45.4965922,-122.668604
PAST SALE,June-10-2019,Single Family Residential,2237 NE Regents Dr,Portland,OR,97212,1340000,4,4.5,Alameda,4002,9583,1926,817,335,,Sold,,,http://www.redfin.com/OR/Portland/2237-NE-Regents-Dr-97212/unit-A/home/26536762,RMLS,19553001,N,Y,45.549487,-122.6425354
